"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description","consc_diff"
"87",1,99,99,"pos",67,29,"discrimination",22,"Eyesight and recognition",38
"88",1,99,99,"pos",67,41,"mirror",14,"Ability to recognise themselves",26
"89",1,98,98,"neg",70,69,"deception",13,"Hide when caught",1
"90",1,98,98,"pos",61,61,"trace",17,"They are quicker",0
"91",1,98,98,"pos",56,56,"blood",9,"Different color blood",0
"92",1,98,98,"pos",58,58,"limbs",9,"Number of limbs",0
"93",1,98,98,"pos",46,45,"DNA",17,"Resemble human DNA",1
"94",1,98,98,"pos",56,57,"eyes",11,"Position of eyes",-1
"95",1,98,98,"neg",63,62,"mirror",15,"Cleaning habits",1
"96",1,98,98,"pos",61,56,"discrimination",21,"Better association",5
"97",1,97,97,"neg",94,88,"trace",18,"Yubs are smarter",6
"98",1,97,97,"neg",100,100,"limbs",10,"one has more arms",0
"99",1,97,97,"neg",100,100,"blood",10,"different color blood",0
"100",1,97,97,"neg",100,98,"discrimination",22,"elms are smarter",2
"101",1,97,97,"neg",92,89,"DNA",18,"different building blocks",3
"102",1,97,97,"neg",95,96,"eyes",12,"different eye placement",-1
"103",1,97,97,"neg",97,86,"deception",14,"Geks hide",11
"104",1,97,97,"neg",97,91,"mirror",16,"one cleans other ignores",6
"105",1,96,96,"pos",70,62,"trace",17,"Patience of either",8
"106",1,96,96,"neg",52,50,"DNA",19,"DNA similarity to humans",2
"107",1,96,96,"pos",58,35,"mirror",15,"Response to dirt on their face",23
"108",1,96,96,"neg",53,52,"limbs",11,"Number of arms",1
"109",1,96,96,"pos",68,32,"deception",13,"Whether they conceal theft",36
"110",1,96,96,"pos",79,50,"discrimination",21,"Detecting subtle differences",29
"111",1,96,96,"neg",51,52,"blood",11,"Colour of blood",-1
"112",1,96,96,"neg",51,50,"eyes",13,"Location of eyes",1
"113",1,95,95,"pos",100,100,"discrimination",20,"Zags can tell the difference between similar objects and Geks can't.",0
"114",1,95,95,"pos",100,100,"eyes",12,"Location of eyes",0
"115",1,95,95,"pos",100,100,"limbs",10,"Lower number of limbs",0
"116",1,95,95,"pos",100,100,"blood",10,"Colour of blood",0
"117",1,95,95,"pos",100,100,"mirror",14,"Shuks don't believe mirrors",0
"118",1,95,95,"pos",100,100,"deception",12,"Response to being caught",0
"119",1,95,95,"pos",100,100,"DNA",18,"Resemblance of human DNA",0
"120",1,95,95,"pos",100,100,"trace",16,"Dobs could wait for treat",0
"121",1,94,94,"pos",100,59,"discrimination",19,"Ability to separate similar objects",41
"122",1,94,94,"pos",100,76,"deception",11,"Ability to understand consequences",24
"123",1,94,94,"neg",48,50,"DNA",19,"The building blocks of their DNA",-2
"124",1,94,94,"neg",50,51,"blood",11,"The colour of their blood",-1
"125",1,94,94,"pos",97,59,"trace",15,"object permanence",38
"126",1,94,94,"neg",100,90,"mirror",15,"Physical self awareness",10
"127",1,94,94,"pos",49,51,"eyes",11,"Position of eyes",-2
"128",1,94,94,"neg",49,50,"limbs",11,"number of limbs",-1
"129",1,93,93,"pos",100,0,"eyes",10,"different eye locations",100
"130",1,93,93,"pos",100,0,"discrimination",18,"rubs better eyes",100
"131",1,93,93,"pos",100,0,"blood",10,"different blood colour",100
"132",1,93,93,"pos",100,0,"DNA",18,"different dna",100
"133",1,93,93,"pos",100,0,"trace",14,"more intelligent",100
"134",1,93,93,"pos",100,0,"limbs",10,"3 less limbs",100
"135",1,93,93,"pos",100,0,"deception",10,"more awareness",100
"136",1,93,93,"pos",100,0,"mirror",14,"less hygenic",100
"137",1,92,92,"neg",100,100,"limbs",11,"different number of limbs",0
"138",1,92,92,"neg",100,100,"blood",11,"the colour is different",0
"139",1,92,92,"neg",100,23,"mirror",15,"Chups remove dirt when seen in a mirror. Rubs don't.",77
"140",1,92,92,"pos",100,49,"deception",9,"Leems hide themselves after stealing food. Xons don't",51
"141",1,92,92,"neg",79,26,"discrimination",19,"Toffs can tell the difference between similar objects, Geks can't",53
"142",1,92,92,"pos",100,0,"trace",13,"Zags can't associate light with a treat after a short space of time.",100
"143",1,92,92,"pos",51,53,"DNA",17,"Elms have the same DNA building blocks as humans; Vems don't",-2
"144",1,92,92,"neg",100,100,"eyes",11,"Fiks have eyes on top of each other. Dobs have them side by side",0
"145",1,91,91,"neg",100,100,"eyes",12,"Forward facing eyes instead of stacked eyes",0
"146",1,91,91,"pos",100,100,"limbs",10,"Number of arms",0
"147",1,91,91,"neg",100,100,"discrimination",20,"Differentiation between similar objects",0
"148",1,91,91,"neg",100,100,"mirror",16,"Spatial awareness",0
"149",1,91,91,"neg",100,100,"blood",12,"Iron as the central component in blood",0
"150",1,91,91,"neg",98,100,"trace",14,"Delayed gratification",-2
"151",1,91,91,"neg",100,100,"deception",10,"Survival by evasive tactics",0
"152",1,91,91,"neg",100,100,"DNA",18,"Different base pairs",0
"153",1,90,90,"neg",72,72,"trace",15,"How they associate a flash of light with getting a treat",0
"154",1,90,90,"neg",96,95,"eyes",13,"The placement of there eyes",1
"155",1,90,90,"neg",93,87,"deception",11,"Hiding if caught stealing food",6
"156",1,90,90,"neg",97,89,"discrimination",21,"Telling the diffrence between objects",8
"157",1,90,90,"neg",91,93,"blood",13,"Blood colour",-2
"158",1,90,90,"neg",97,97,"DNA",19,"There DNA make up",0
"159",1,90,90,"pos",94,95,"limbs",9,"Number of limbs",-1
"160",1,90,90,"pos",93,50,"mirror",15,"Self aware",43
"161",1,89,89,"pos",49,49,"trace",14,"Speed of association",0
"162",1,89,89,"neg",49,49,"limbs",10,"amount of limbs",0
"163",1,89,89,"pos",49,49,"DNA",18,"Human DNA similarity",0
"164",1,89,89,"pos",100,49,"mirror",14,"Recognizing reflection",51
"165",1,89,89,"pos",49,49,"blood",12,"Color of blood",0
"166",1,89,89,"pos",70,50,"deception",10,"Awareness of rules",20
"167",1,89,89,"pos",46,46,"discrimination",20,"differentiate similar objects",0
"168",1,89,89,"pos",48,48,"eyes",12,"position of eyes",0
"169",1,88,88,"neg",52,50,"blood",13,"blood colour",2
"170",1,88,88,"pos",64,48,"DNA",17,"Xon bit human",16
"171",1,88,88,"pos",63,30,"discrimination",19,"Yubs more stupid",33
"172",1,88,88,"pos",65,37,"trace",13,"Fiks are thicker",28
"173",1,88,88,"pos",71,40,"mirror",13,"Norps more stupid",31
"174",1,88,88,"pos",50,50,"limbs",9,"Limbs number",0
"175",1,88,88,"pos",60,45,"eyes",11,"Toffs are uglier",15
"176",1,88,88,"neg",69,73,"deception",11,"Rubs more devious",-4
"177",1,87,87,"neg",99,98,"trace",14,"flash of light with a treat",1
"178",1,87,87,"neg",98,99,"limbs",10,"fiks have two arms-like limbs, where as vems have five",-1
"179",1,87,87,"pos",98,96,"deception",10,"chups and leems live in small group both do steal chups make to hide themselves while leems do not attempt to hide themselves",2
"180",1,87,87,"neg",97,7,"mirror",14,"both tends to to have dirt on there forehead norps removes by rubbing there face while huls do ignore the mirror",90
"181",1,87,87,"pos",4,0,"blood",12,"both identical xon is blood red, where as rub is yellow",4
"182",1,87,87,"pos",94,97,"discrimination",18,"both see things and learn simple rules whereas geks can differentiate similar object while zags can unable to tell the difference.",-3
"183",1,87,87,"pos",95,99,"eyes",10,"both got eyes which yubs got it right and left whereas shuks own is one above the other.",-4
"184",1,87,87,"pos",100,97,"DNA",16,"pod got same building that made up human dna, where as dobs made of building blocks with no human resemblance",3
"185",1,86,86,"neg",86,72,"trace",15,"Elms are smarter",14
"186",1,86,86,"neg",64,64,"blood",13,"Blood colour",0
"187",1,86,86,"pos",65,65,"eyes",9,"Location of eyes",0
"188",1,86,86,"neg",85,71,"mirror",15,"Dobs more clean",14
"189",1,86,86,"pos",70,70,"DNA",15,"DNA",0
"190",1,86,86,"pos",64,64,"limbs",9,"Number of limbs",0
"191",1,86,86,"pos",84,67,"discrimination",17,"Ability to recognise differences",17
"192",1,86,86,"pos",84,70,"deception",9,"Zags smarter",14
"193",1,85,85,"neg",100,100,"limbs",10,"Chups have more arms than Zags",0
"194",1,85,85,"neg",100,100,"trace",16,"Fiks are unable to see the treat unless there is light",0
"195",1,85,85,"pos",100,100,"deception",8,"Huls are very shy especially when they steal food",0
"196",1,85,85,"pos",100,100,"discrimination",16,"Yubs can not tell the difference between similar shades of red",0
"197",1,85,85,"pos",100,100,"DNA",14,"Xon have similar dna blocks to humans, leems do not",0
"198",1,85,85,"pos",100,100,"mirror",14,"Pods are more hygienic thanGeks",0
"199",1,85,85,"pos",100,100,"eyes",8,"Elms eyes are side by side Dobs top and bottom",0
"200",1,85,85,"pos",100,100,"blood",12,"Rub and Toff blood is different colours",0
"201",1,84,84,"pos",99,71,"mirror",13,"Well, chups tend to remove fleck of dirt from their head when viewed in the mirror, meanwhile, Geks ignore the mirror when seen.",28
"202",1,84,84,"neg",33,100,"deception",9,"Norps then to hide when caught stealing, meanwhile, Pods don't hide.",-67
"203",1,84,84,"pos",6,72,"limbs",9,"Elms have two arms, while Rubs have five",-66
"204",1,84,84,"neg",90,73,"eyes",9,"They differ in eyes anatomy",17
"205",1,84,84,"neg",55,21,"trace",17,"They differ in illumination perception",34
"206",1,84,84,"pos",22,79,"blood",11,"Their blood color differ",-57
"207",1,84,84,"neg",75,73,"DNA",15,"Their DNA's differ",2
"208",1,84,84,"neg",100,69,"discrimination",17,"They differ in abilities to differentiate things",31
"209",1,83,83,"pos",80,80,"DNA",14,"difference in DNA",0
"210",1,83,83,"pos",82,83,"blood",10,"different colour blood",-1
"211",1,83,83,"neg",83,83,"deception",10,"they hide themselves",0
"212",1,83,83,"pos",83,84,"discrimination",16,"identify different objects",-1
"213",1,83,83,"pos",86,87,"limbs",8,"number of limbs",-1
"214",1,83,83,"pos",88,88,"trace",16,"delay before treat",0
"215",1,83,83,"pos",82,83,"eyes",8,"eye location",-1
"216",1,83,83,"pos",88,86,"mirror",12,"are cleaner",2
"217",1,81,81,"pos",75,33,"trace",15,"Huls have a longer term memory",42
"218",1,81,81,"neg",70,70,"eyes",9,"Yubs look more like humans in terms of eyes. Shucks look weird",0
"219",1,81,81,"neg",81,76,"limbs",9,"Toffs are better at multi tasking than chups",5
"220",1,81,81,"pos",91,10,"mirror",11,"Pods have no idea what a reflection is so are more stupid than Leems",81
"221",1,81,81,"neg",45,45,"blood",11,"the colour of their blood differs",0
"222",1,81,81,"pos",86,25,"deception",9,"Geks have no sense of social rank or social norms",61
"223",1,81,81,"pos",87,16,"discrimination",15,"there is a distinct difference in intelligence between them",71
"224",1,81,81,"pos",83,20,"DNA",13,"their genetic make up",63
"225",1,81,81,"pos",96,29,"eyes",9,"elms have eyes one above the other while dobs have eyes situated side by side",67
"226",1,81,81,"pos",92,26,"limbs",9,"chups have five arm-like limbs while xons have two limbs",66
"227",1,81,81,"pos",84,73,"mirror",11,"pods ignore a fleck of dirt when spotted on their face while shuks remove it",11
"228",1,81,81,"neg",93,81,"DNA",13,"geks do not have any resemblance with human DNA while fiks have resemblance to human DNA",12
"229",1,81,81,"pos",91,60,"discrimination",15,"Norps don't have the ability differentiate between similar objects while zags can",31
"230",1,81,81,"pos",100,8,"blood",11,"rub blood is yellow while hul blood is red",92
"231",1,81,81,"pos",86,71,"deception",9,"vems hide themselves when caught while leems do not",15
"232",1,81,81,"neg",90,75,"trace",15,"toffs were able to make the association between light and the treat, but only when the treat was given immediately, while yubs were not",15
"233",1,80,80,"pos",77,65,"eyes",8,"Different eye positions",12
"234",1,80,80,"pos",73,66,"limbs",8,"The number of limbs",7
"235",1,80,80,"neg",13,67,"deception",10,"Some hide",-54
"236",1,80,80,"pos",76,44,"DNA",12,"Some contain human dna",32
"237",1,80,80,"neg",59,64,"mirror",12,"Looking in the mirror",-5
"238",1,80,80,"pos",66,50,"blood",10,"Different colour blood",16
"239",1,80,80,"pos",82,50,"discrimination",14,"To learn simple rules",32
"240",1,80,80,"pos",84,45,"trace",14,"The time a treat is givern",39
"241",1,79,79,"pos",99,16,"blood",9,"gek blood is red while hul blood is yellow",83
"242",1,79,79,"neg",91,22,"trace",15,"shuks were able to differentiate between light and treat but only when the treat was given immediately while pods weren't",69
"243",1,79,79,"neg",92,34,"eyes",9,"fiks eyes are situated one above the other, while zags eyes are situated side by side",58
"244",1,79,79,"pos",45,67,"DNA",11,"rubs have same building blocks that make up human DNA, while toffs don't",-22
"245",1,79,79,"pos",94,27,"discrimination",13,"elms can tell the difference between very similar shades of red while yubs can't tell the difference between very similar objects",67
"246",1,79,79,"neg",70,35,"limbs",9,"norps have five limbs while xons have two arm-like limbs",35
"247",1,79,79,"pos",95,8,"deception",9,"dobs do not hide themselves when caught stealing but vems do",87
"248",1,79,79,"pos",88,17,"mirror",11,"leems remove a fleck of dirt on their face when sported while chups ignore them",71
"249",1,78,78,"neg",75,77,"limbs",10,"Amount of arms",-2
"250",1,78,78,"neg",79,79,"blood",10,"Colour of blood",0
"251",1,78,78,"neg",79,79,"DNA",12,"Difference in DNA",0
"252",1,78,78,"pos",100,100,"deception",8,"Difference in behaviour",0
"253",1,78,78,"neg",100,84,"discrimination",14,"Recognition of objects",16
"254",1,78,78,"neg",95,85,"trace",16,"Difference in understanding",10
"255",1,78,78,"pos",93,84,"mirror",10,"Difference in cleanliness",9
"256",1,78,78,"neg",84,84,"eyes",10,"Difference in eyes",0
"257",1,77,77,"neg",47,78,"mirror",11,"Rubs are intelligent",-31
"258",1,77,77,"pos",77,50,"trace",15,"Fiks more intelligent",27
"259",1,77,77,"pos",90,50,"discrimination",13,"Huls more conscious",40
"260",1,77,77,"pos",54,39,"DNA",11,"Leems are alike to human dna",15
"261",1,77,77,"neg",50,82,"deception",9,"Geks face their crimes",-32
"262",1,77,77,"pos",61,55,"eyes",9,"Differently oriented eyes",6
"263",1,77,77,"pos",51,50,"limbs",9,"Norps have less arms",1
"264",1,77,77,"pos",57,52,"blood",9,"Different blood",5
"265",1,76,76,"neg",100,100,"DNA",12,"More similar to humans",0
"266",1,76,76,"pos",100,100,"deception",8,"Hiding things",0
"267",1,76,76,"neg",100,100,"discrimination",14,"Can tell difference",0
"268",1,76,76,"neg",100,100,"blood",10,"Blood colour",0
"269",1,76,76,"neg",100,100,"limbs",10,"Number of limbs",0
"270",1,76,76,"neg",100,100,"mirror",12,"Appearance awareness",0
"271",1,76,76,"neg",100,100,"eyes",10,"Eye layout",0
"272",1,76,76,"neg",100,100,"trace",16,"Making connections",0
"273",1,75,75,"neg",100,100,"discrimination",15,"The ability to differentiate between similar objects.",0
"274",1,75,75,"neg",100,100,"trace",17,"The delay after which they recognise light as a treat.",0
"275",1,75,75,"neg",100,100,"DNA",13,"Different genes.",0
"276",1,75,75,"neg",100,100,"eyes",11,"eye layout",0
"277",1,75,75,"pos",100,100,"mirror",11,"cleanliness attitude",0
"278",1,75,75,"neg",100,100,"blood",11,"blood colour",0
"279",1,75,75,"neg",100,100,"deception",9,"propensity to hide",0
"280",1,75,75,"pos",100,100,"limbs",9,"number of limbs",0
"281",1,74,74,"neg",100,100,"deception",10,"Seems hide when caught stealing food, while Huls don't.",0
"282",1,74,74,"neg",100,100,"DNA",14,"Shuks are made up of the same building blocks as human DNA, while Fiks aren't.",0
"283",1,74,74,"neg",100,100,"trace",18,"Rubs could only make an association between the light and treat when the treat was given immediately afterwards, while Elms could do so a second after the light.",0
"284",1,74,74,"neg",100,100,"limbs",10,"Number of limbs",0
"285",1,74,74,"neg",100,100,"eyes",12,"Eye position",0
"286",1,74,74,"neg",100,100,"mirror",12,"Mirror reaction",0
"287",1,74,74,"neg",100,100,"discrimination",16,"Tell difference between objects.",0
"288",1,74,74,"neg",100,100,"blood",12,"Blood color.",0
"289",1,73,73,"neg",96,96,"discrimination",17,"Differentiate similar objects",0
"290",1,73,73,"neg",99,99,"mirror",13,"Remove visible dirt",0
"291",1,73,73,"neg",93,92,"trace",19,"Quick response association",1
"292",1,73,73,"neg",49,50,"blood",13,"Blood color",-1
"293",1,73,73,"neg",51,51,"limbs",11,"Number of arms",0
"294",1,73,73,"pos",68,68,"deception",9,"Hide from consequences",0
"295",1,73,73,"neg",50,51,"DNA",15,"genetic material",-1
"296",1,73,73,"neg",50,51,"eyes",13,"Eye placement",-1
"297",1,72,72,"neg",49,49,"eyes",14,"eye location",0
"298",1,72,72,"neg",50,50,"limbs",12,"limb number",0
"299",1,72,72,"neg",49,49,"DNA",16,"DNA Building blocks",0
"300",1,72,72,"neg",50,50,"deception",10,"Theft behaviour",0
"301",1,72,72,"neg",50,50,"mirror",14,"Mirror response",0
"302",1,72,72,"pos",50,50,"discrimination",16,"object discrimmination",0
"303",1,72,72,"pos",57,50,"trace",18,"Stimulus delayed response",7
"304",1,72,72,"pos",49,50,"blood",12,"blood colour",-1
"305",1,71,71,"neg",85,87,"blood",13,"Blood colour",-2
"306",1,71,71,"neg",88,71,"mirror",15,"Pod's are cleaner",17
"307",1,71,71,"pos",73,72,"DNA",15,"Different DNA",1
"308",1,71,71,"pos",79,68,"limbs",11,"Amount of limbs",11
"309",1,71,71,"pos",91,83,"discrimination",15,"Better vision",8
"310",1,71,71,"pos",76,71,"trace",17,"Better memory",5
"311",1,71,71,"pos",78,58,"eyes",13,"Eye placement",20
"312",1,71,71,"pos",66,68,"deception",9,"afraid to steal",-2
"313",1,70,70,"pos",100,100,"eyes",12,"Eye placement.",0
"314",1,70,70,"pos",100,100,"DNA",14,"Different DNA.",0
"315",1,70,70,"neg",100,100,"deception",10,"Food stealing reactions.",0
"316",1,70,70,"pos",100,100,"discrimination",14,"Different sight levels.",0
"317",1,70,70,"pos",100,100,"trace",16,"Different reaction time.",0
"318",1,70,70,"pos",100,100,"blood",12,"Colour of blood.",0
"319",1,70,70,"pos",100,100,"mirror",14,"Speed of cleanliness.",0
"320",1,70,70,"pos",100,100,"limbs",10,"Amount of arms.",0
"321",1,69,69,"neg",100,100,"limbs",11,"Yubs have more limbs",0
"322",1,69,69,"neg",100,100,"blood",13,"Color of blood",0
"323",1,69,69,"neg",100,100,"eyes",13,"Placement of eyes",0
"324",1,69,69,"neg",100,100,"DNA",15,"Resemblance to human DNA",0
"325",1,69,69,"neg",100,100,"mirror",15,"Cleanliness",0
"326",1,69,69,"neg",100,100,"deception",11,"Hiding when caught",0
"327",1,69,69,"neg",100,100,"discrimination",15,"Telling the difference",0
"328",1,69,69,"neg",100,100,"trace",17,"Association",0
"329",1,68,68,"neg",79,90,"mirror",16,"Acknowledging self",-11
"330",1,68,68,"neg",65,79,"discrimination",16,"Knowing the difference",-14
"331",1,68,68,"pos",80,74,"trace",16,"Knowlege of time",6
"332",1,68,68,"neg",93,100,"limbs",12,"Number of limbs",-7
"333",1,68,68,"neg",60,62,"eyes",14,"Situation of eyes",-2
"334",1,68,68,"neg",72,72,"blood",14,"Colour of blood",0
"335",1,68,68,"neg",62,91,"deception",12,"Don't hide guilt",-29
"336",1,68,68,"neg",70,70,"DNA",16,"Different DNA structure",0
"337",1,67,67,"pos",51,50,"limbs",11,"Norps have two arm like limbs, but Geks have five limbs.",1
"338",1,67,67,"neg",77,27,"deception",13,"Huls will attempt to hide when they steal food.",50
"339",1,67,67,"pos",86,86,"discrimination",15,"Toffs can tell the difference between similar objects.",0
"340",1,67,67,"pos",16,16,"blood",13,"Shuk blood red.",0
"341",1,67,67,"pos",35,34,"eyes",13,"Fiks eyes horizontal.",1
"342",1,67,67,"pos",97,76,"trace",15,"Dobs associate quicker.",21
"343",1,67,67,"pos",32,30,"DNA",15,"Yubs DNA similar.",2
"344",1,67,67,"pos",81,67,"mirror",15,"Leems are cleaner.",14
"345",1,66,66,"pos",83,63,"discrimination",14,"Huls can tells the difference between very similar objects,Pods unable to tells the difference between very similar objects.",20
"346",1,66,66,"neg",58,59,"limbs",12,"Elms have two arm-like limbs, Zags have five.",-1
"347",1,66,66,"neg",54,68,"trace",16,"Shuks were able to make the association between the light and the treat, even when the treat was given as long as one second after the light. Shuks were able to make the association between the light and the treat, even when the treat was given as long as one second after the light. Shuks were able to make the association between the light and the treat, even when the treat was given as long as one second after the light. Shuks were able to make the association between the light and the treat, even when the treat was given as lonShuks were able to make the association between the light and the treat, even when the treat was given as long as one second after the light. g as one second after the light where Fiks were also able to make the association between the light and the treat, but only when the treat was given immediately.",-14
"348",1,66,66,"pos",82,66,"deception",12,"When Rubs caught doing steal food from their neighbours hey attempt to hide themselves but Xons do not attempt to hide themselves when caught.",16
"349",1,66,66,"neg",36,68,"eyes",14,"Geks have right and left eyes Dobs also have two eyes, but they are situated one above the other, rather than side by side.",-32
"350",1,66,66,"neg",43,66,"DNA",16,"Chups are made up of building blocks that bear no chemical resemblance to human DNA.",-23
"351",1,66,66,"pos",45,46,"blood",12,"Norp blood is red, whereas Toff blood is yellow. Norp blood is red Toff blood is yellow.",-1
"352",1,66,66,"neg",38,69,"mirror",16,"Leems see a fleck of dirt on the forehead in a mirror, they ignore the mirror.",-31
"353",1,65,65,"neg",77,36,"eyes",15,"They have eyes side by side",41
"354",1,65,65,"neg",64,27,"limbs",13,"they have 2 limbs",37
"355",1,65,65,"neg",28,58,"blood",13,"shuk blood is red",-30
"356",1,65,65,"neg",69,33,"mirror",17,"they like themselves clean",36
"357",1,65,65,"neg",86,52,"discrimination",15,"They can the difference between very similar objects",34
"358",1,65,65,"neg",78,25,"deception",13,"when they are caught they hide themselves",53
"359",1,65,65,"pos",82,50,"DNA",15,"They are made up of the same building blocks that make up human DNA. made up of the same building blocks that make up human DNA. They are have similar dna to gumans",32
