"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description"
"29",2,"5a88863f5292b80001231680",7,"pos",100,95,"pRichness",14,"Norps are... able to distinguish between similar shades of colour and also seem more advanced in terms of memory and being able to be tried as they can receive the treat up. to 1sec after the light."
"30",2,"5a88863f5292b80001231680",7,"pos",100,99,"self",12,"Toffs are... able to recognise themselves in the mirror and are self aware. They are also capable of knowing when something is wrong as when they steal they will hide. Yubs do not do either of these so do not seem as advanced."
"31",2,"5a88863f5292b80001231680",7,"pos",100,99,"time",12,"Dobs are... able to make plans for the future as they will wait for the berries to ripen whereas Fiks will not and will just eat them. This is similar to comparing humans and animals as an animal will generally not wait. Does are also able to recognise shapes as they will pick the correct shaped key whereas Fiks cannot do this."
"32",2,"5a88863f5292b80001231680",7,"neg",95,96,"unity",12,"Xons are... more capable than vets as they are able to bring together information and recognise a flower even when shown to the other eye. They can also recognise a fruit by touching it when only shown a picture, Vems need to have also touched it before they can do this."
"33",2,"54247957fdf99b691fb38467",6,"pos",94,64,"eRichness",11,"Toffs are...more sensitive to the cold. And more sensitve to loking at angry faces when in a bad mood."
"34",2,"54247957fdf99b691fb38467",6,"pos",93,79,"pRichness",13,"Elms are...more able to recognise differences between similar things and have a slightly better/longer memory."
"35",2,"54247957fdf99b691fb38467",6,"pos",86,79,"unity",11,"Huls are...more developed in terms of senses and eyesight"
"36",2,"54247957fdf99b691fb38467",6,"pos",59,55,"biology",9,"Xons are...very similar to humans in terms of dna and blood, Rubs are not."
"37",2,"54247957fdf99b691fb38467",6,"neg",56,55,"size",9,"Leems are...extremely small, Vems are similar in size to a small human."
"38",2,"54247957fdf99b691fb38467",6,"pos",88,64,"self",11,"Dobs are...high in self awareness/recognition compared to Geks."
"39",2,"54247957fdf99b691fb38467",6,"pos",54,53,"appearance",9,"Shuks are...more similar to humans in terms of appearance compared to Chups."
"40",2,"54247957fdf99b691fb38467",6,"pos",95,77,"time",11,"Fiks are...more logical compared to Pods."
"41",2,"5ef4c2caf175f90c394dd1ab",5,"neg",100,100,"time",12,"Toffs are...able to plan ahead, resist temptation, solve puzzles to a greater degree than Yubs"
"42",2,"5ef4c2caf175f90c394dd1ab",5,"pos",100,100,"appearance",8,"Rubs are...two eyes two limbs, Vems have 5 limbs and eyes one on top of the other"
"43",2,"5ef4c2caf175f90c394dd1ab",5,"pos",95,94,"biology",8,"Elms are...more like humans in that they have red blood and share 4 dna bases. Dods are less alike in that they have yellow blood and do not share dna bases"
"44",2,"5ef4c2caf175f90c394dd1ab",5,"pos",100,98,"size",8,"Pods are... 4 feet tall and weigh 7 stone, they are larger than Fiks who are 1g and 1 cm tall"
"45",2,"5ef4c2caf175f90c394dd1ab",5,"neg",100,100,"self",12,"Zags are...aware of others"
"46",2,"5ef4c2caf175f90c394dd1ab",5,"pos",100,98,"eRichness",10,"Shuks are...able to withstand cold to access sweet berries. They alter their behaviour according to their mood. Leems dont"
"47",2,"5ef4c2caf175f90c394dd1ab",5,"pos",100,91,"pRichness",12,"Chups are...able to distinguish between similar objects and Geks can't. Chups may have better memory"
"48",2,"5ef4c2caf175f90c394dd1ab",5,"neg",95,95,"unity",12,"Norps are...more able to apply information"
"49",2,"5faf2c7dd2cbea1a11baa817",4,"pos",100,100,"unity",11,"Dobs can recognize a fruit by touch alone even if they haven't touched it before and make a squeak sound when a picture of a flower is presented to either eye Xons can't recognize a fruit if they haven't touched it before and doesn't make a sound when they see a flower to their untrained right eye"
"50",2,"5faf2c7dd2cbea1a11baa817",4,"pos",100,100,"self",11,"Geks are clean and have to clean themselves if they see dirt on their forehead and try to hide themselves when they get caught"
"51",2,"5faf2c7dd2cbea1a11baa817",4,"neg",100,100,"biology",9,"Chups have genes like a human and red blood"
"52",2,"5faf2c7dd2cbea1a11baa817",4,"pos",100,100,"time",11,"Pods know what shape they need to choose if they want something from the box and tend to save the fruit for later"
"53",2,"5faf2c7dd2cbea1a11baa817",4,"pos",100,100,"pRichness",11,"Vems can see and learn simple things and tell the different between similiar things"
"54",2,"5faf2c7dd2cbea1a11baa817",4,"neg",50,24,"size",9,"Leems weigh around 45kg and are around 120cm tall"
"55",2,"5faf2c7dd2cbea1a11baa817",4,"neg",68,73,"appearance",9,"Shuks have eyes like humans and two arms"
"56",2,"5faf2c7dd2cbea1a11baa817",4,"pos",90,69,"eRichness",9,"Huls have moods like humans and will look at an angry face if they are in a good mood. They like space berries and don't like cold."
"57",2,"5f0dcbee2c8118077e57b600",3,"neg",100,100,"appearance",10,"Toffs are... very similar to humans fundamentally. they have 2 arms and eyes in a recognisable place. xons however have 5 arms in a different place. with eyes above one another instead of side by side"
"58",2,"5f0dcbee2c8118077e57b600",3,"pos",100,94,"eRichness",8,"Norps are... Norps are more effected by emotion of others. and they are more likely to put theyre own desires infront of their health. Vems are less effected by emotion and care more about their health then their own desires"
"59",2,"5f0dcbee2c8118077e57b600",3,"pos",100,77,"unity",10,"Rubs are... Rubs are more intelligent and can recognise objects easier. they can also recognise from sight where yubs could not do this as productively"
"60",2,"5f0dcbee2c8118077e57b600",3,"pos",100,100,"biology",8,"Fiks are... fiks are closer related to humans. zags are less related and more unrecognisable"
"61",2,"5f0dcbee2c8118077e57b600",3,"pos",100,62,"time",10,"Pods are... far more sensible and intelligent. they can remember what has happened in the past."
"62",2,"5f0dcbee2c8118077e57b600",3,"neg",100,100,"size",10,"Shuks are...tall and heavy, theyre around the size of a punching bag. Huls are much smaller and lighter"
"63",2,"5f0dcbee2c8118077e57b600",3,"pos",100,83,"pRichness",10,"Leems are... much better at telling the difference between objects. and much more intelligent and remember things"
"64",2,"5f0dcbee2c8118077e57b600",3,"pos",100,72,"self",10,"Chups are... good at self care, and are more emotionally effected by things, they feel guilt and fear and remorse for theyre actions, Geks however are less intelligent and cannot feel guilt"
"65",2,"5fd7702a90c6f7067ef8e5e5",2,"pos",80,71,"unity",9,"Fiks are... able to notice things without being trained- recognise flowers and fruits"
"66",2,"5fd7702a90c6f7067ef8e5e5",2,"neg",89,89,"eRichness",9,"Zags are... able to recognise emotion in others and label how they feel themselves. They like sweet berries and find it hard to notice the cold if they are distracted"
"67",2,"5fd7702a90c6f7067ef8e5e5",2,"neg",22,17,"biology",9,"Shuks are... have yellow blood"
"68",2,"5fd7702a90c6f7067ef8e5e5",2,"pos",36,73,"pRichness",9,"Rubs are... less sentient than elms"
"69",2,"5fd7702a90c6f7067ef8e5e5",2,"pos",73,50,"self",9,"Chups are... able to recognise themselves in mirrors"
"70",2,"5fd7702a90c6f7067ef8e5e5",2,"neg",67,63,"appearance",11,"Yubs are... humanoid with 2 eyes side by side and human like arms"
"71",2,"5fd7702a90c6f7067ef8e5e5",2,"pos",84,67,"time",9,"Dobs are... able to problem solve and predict the future rewards"
"72",2,"5fd7702a90c6f7067ef8e5e5",2,"pos",96,95,"size",9,"Vems are... smaller than huls"
"73",2,"5de77dcd7da01d6f051f6bff",1,"neg",100,100,"unity",10,"Norps are... Able to use their senses at a higher level"
"74",2,"5de77dcd7da01d6f051f6bff",1,"neg",100,100,"self",10,"Xons are... Slightly more aware of their surroundings"
"75",2,"5de77dcd7da01d6f051f6bff",1,"pos",100,100,"appearance",10,"Huls are... more similar in appearance to humans"
"76",2,"5de77dcd7da01d6f051f6bff",1,"neg",100,100,"pRichness",10,"Zags are... slightly more intelligent"
"77",2,"5de77dcd7da01d6f051f6bff",1,"neg",100,100,"biology",10,"Leems are... more similar in DNA make up to humans"
"78",2,"5de77dcd7da01d6f051f6bff",1,"neg",100,100,"eRichness",10,"Shuks are... slightly better at prioritising needs and controlling their emotions"
"79",2,"5de77dcd7da01d6f051f6bff",1,"neg",100,100,"time",10,"Pods are... slightly better at preparing for the future rather than only focusing on the present"
"80",2,"5de77dcd7da01d6f051f6bff",1,"neg",100,100,"size",10,"Yubs are... much larger and closer in size to humans"
