"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description"
"32",5,"5f68b388639cf2015e259207",7,"pos",60,35,"pRichness",12,"Leems are... more clever than yubs"
"33",5,"5fff5ebf438a3508aff94a13",6,"neg",36,58,"pRichness",13,"Leems are... They were almost identical apart from two things leems can tell the difference between similar objects but zags cannot"
"34",5,"5fff5ebf438a3508aff94a13",6,"pos",50,31,"appearance",13,"Elms are... Elms have right and left eyes toffs have two eyes one above the other , elms have 2 arms toff 5"
"35",5,"5fff5ebf438a3508aff94a13",6,"pos",36,62,"eRichness",11,"Huls are... Huls have good and bad moods bur look away from the face when in a bad mood where ad pods keep looking at the face regardless"
"36",5,"5fff5ebf438a3508aff94a13",6,"pos",35,61,"time",13,"Vems are... Vems understood they needed a triangular key to open the box fiks didnt ,vems left the berries to ripen fiks ate them"
"37",5,"5fff5ebf438a3508aff94a13",6,"pos",27,36,"biology",9,"Geks are... Geks blood is red xons is yellow ,geks genesare made up of same 4 bases as a human where xons are not"
"38",5,"5fff5ebf438a3508aff94a13",6,"neg",28,26,"self",13,"Dobs are... Dobs hide when caught rubs dont ,"
"39",5,"5fff5ebf438a3508aff94a13",6,"pos",27,38,"unity",13,"Norps are... Norpscan recognise fruits by touch alone shuks cannot norps have the ability to integrate imformation between both eyes"
"40",5,"5fff5ebf438a3508aff94a13",6,"pos",50,31,"size",11,"Yubs are... Chiups are significantly lighter than yubs but chups are much shorter than yubs"
"41",5,"6011c02a550daa166e8fda4b",5,"pos",80,64,"eRichness",10,"Toffs are more likely to withstand more for greater rewards and have a larger selection criteria for their decisions. Geks are more one dimensional with their decision making."
"42",5,"6011c02a550daa166e8fda4b",5,"pos",79,65,"unity",12,"Zags are more abstract thinking than Dobs. Zags can discern reality a little better."
"43",5,"6011c02a550daa166e8fda4b",5,"pos",68,68,"appearance",12,"Norps are more big picture animals, maybe non-predators and Huls are more directed in their physiology."
"44",5,"6011c02a550daa166e8fda4b",5,"neg",52,52,"biology",10,"Fiks are different in that they derive their DNA from humans whereas Rubs come from a different origin."
"45",5,"6011c02a550daa166e8fda4b",5,"pos",68,55,"pRichness",12,"Vems are able to delay gratification where Chups can only concentrate on the immediate present."
"46",5,"6011c02a550daa166e8fda4b",5,"pos",84,58,"time",12,"Leems are able to process change over time as a concept whereas Xons can not."
"47",5,"6011c02a550daa166e8fda4b",5,"pos",88,54,"self",12,"Pods are more likely to recognize other beings as concious."
"48",5,"6011c02a550daa166e8fda4b",5,"pos",38,38,"size",10,"Elms are much larger than Shuks"
"49",5,"5fc2cbb804670e1e15cb3b0d",4,"pos",92,92,"size",9,"Geks are... larger in mass"
"50",5,"5fc2cbb804670e1e15cb3b0d",4,"pos",100,70,"self",11,"Fiks are... more self-aware"
"51",5,"5fc2cbb804670e1e15cb3b0d",4,"neg",100,100,"unity",13,"Zags have better visual processing"
"52",5,"5fc2cbb804670e1e15cb3b0d",4,"pos",94,94,"appearance",11,"Toffs are... more similar to humans"
"53",5,"5fc2cbb804670e1e15cb3b0d",4,"neg",69,69,"biology",11,"Pods are... a very different form of life compared to anything we have seen"
"54",5,"5fc2cbb804670e1e15cb3b0d",4,"pos",100,100,"eRichness",9,"Leems are more able to weigh advantages and disadvantages, and really like berries."
"55",5,"5fc2cbb804670e1e15cb3b0d",4,"pos",100,100,"pRichness",11,"Yubs have better short term memory"
"56",5,"5fc2cbb804670e1e15cb3b0d",4,"pos",100,98,"time",11,"Xons are... more intelligent & able to plan ahead for the future better"
"57",5,"5eb874c2bc3a2c0a0320008a",3,"pos",100,100,"unity",12,"Huls are... more able to understand the images/data they see. They have the ability to extrapolate the visual data they get and show individual thought. Norps tend to only be trained to recognise something how they have originally seen it."
"58",5,"5eb874c2bc3a2c0a0320008a",3,"pos",100,100,"time",10,"Leems are... more able to use thought processes from previous memories for future planning, they may be able to recall memories more easily than Vems."
"59",5,"5eb874c2bc3a2c0a0320008a",3,"neg",66,66,"size",10,"Xons are... much larger than toffs, their height and weight is much larger than toffs"
"60",5,"5eb874c2bc3a2c0a0320008a",3,"pos",100,91,"pRichness",10,"Geks have a better memory than Zags, they can remember things even when they may not have an immediate use for that memory"
"61",5,"5eb874c2bc3a2c0a0320008a",3,"pos",100,100,"self",10,"Rubs are more self-aware, they can tell it is themselves in the mirror and they try to hide when caught stealing, perhaps because they know it is wrong, Fiks don't do this."
"62",5,"5eb874c2bc3a2c0a0320008a",3,"pos",100,100,"biology",10,"Yubs are... have the same DNA bases as humans whereas Shuks have completely different bases and have yellow blood whereas Yubs have red blood."
"63",5,"5eb874c2bc3a2c0a0320008a",3,"neg",100,100,"eRichness",10,"Elms are... more likely to endure colder temperatures if the food tastes better, whereas Pods do not care how the food tastes, they will leave if they don't like the temperature"
"64",5,"5eb874c2bc3a2c0a0320008a",3,"pos",100,100,"appearance",10,"Chups are... more human-like in their physical form, Dobs have more limbs and their eyes are top and bottom rather than left and right"
"65",5,"5cb1e4f25a31b40001fb0c44",2,"pos",100,100,"size",9,"Fiks are... heavier and taller"
"66",5,"5cb1e4f25a31b40001fb0c44",2,"pos",100,100,"biology",9,"Rubs are... similiar in DNA to humans and their blood is red, not yellow"
"67",5,"5cb1e4f25a31b40001fb0c44",2,"neg",100,100,"time",11,"Leems are... able to make plans for the future by thinking ahead, ie by picking the berries, but waiting until they ripen. they are also smarter, as in choosing the triangular key"
"68",5,"5cb1e4f25a31b40001fb0c44",2,"neg",100,100,"eRichness",11,"Zags are... able to have emotions and react when shown different faces. They also gauge that eating is perhaps more important than being cold."
"69",5,"5cb1e4f25a31b40001fb0c44",2,"pos",100,100,"unity",11,"Chups are... better able to use all their senses in their ability to recognise everyday objects"
"70",5,"5cb1e4f25a31b40001fb0c44",2,"pos",100,100,"pRichness",9,"Dobs are...better able to hold information in their memory, and also to differentiate between shades of colour and objects of a similar shape."
"71",5,"5cb1e4f25a31b40001fb0c44",2,"pos",100,100,"appearance",9,"Norps are... odd looking, their eyes are horizontal like humans but they have 2 pairs of limbs making them look like a crab."
"72",5,"5cb1e4f25a31b40001fb0c44",2,"pos",100,100,"self",9,"Pods are... abelt to recognise themselves and also to know the difference between right and wrong, and be ashamed if they are caught stealing."
"73",5,"6012d27152fa5e09eb6a29e0",1,"pos",100,100,"eRichness",10,"Norps are... Aliens that dislike the Cold and are able to have good and bad moods. They like Space Berries."
"74",5,"6012d27152fa5e09eb6a29e0",1,"pos",100,100,"time",10,"Huls are... smarter than Geks and can plan better for the future."
"75",5,"6012d27152fa5e09eb6a29e0",1,"neg",100,99,"biology",10,"Elms are...Elms share some DNA in common with humans and have red blood Leems have no DNA in common with humans and have yellow blood."
"76",5,"6012d27152fa5e09eb6a29e0",1,"neg",100,100,"self",10,"Dobs are... Self aware and Xons are not."
"77",5,"6012d27152fa5e09eb6a29e0",1,"neg",100,100,"size",10,"Yubs are... heavier and taller than Toffs"
"78",5,"6012d27152fa5e09eb6a29e0",1,"neg",100,100,"pRichness",10,"Fiks are... different to Pods in that Pods have shorter memories if they are not immediately rewarded and they have trouble distinguishing between similar objects/concepts."
"79",5,"6012d27152fa5e09eb6a29e0",1,"neg",100,100,"appearance",10,"Chups are... different because they have a left and right eye and 2 arm like limbs, Vems have 5 limbs and one eye above the other"
"80",5,"6012d27152fa5e09eb6a29e0",1,"pos",100,100,"unity",10,"Zags are... able to recognise items by tough after only seeing a picture, they are also able to recognise things using either eye. The opposite is true of Shuks."
