"","chain_number","subj_id","participant_number","mwj","conscPos","conscNeg","dimension","numNeg","description"
"49",3,"5dc97a605cb36e6919613bcd",4,"neg",65,65,"eRichness",9,"Xons are... they have more bad moods to Geks and disliked the cold more"
"50",3,"5dc97a605cb36e6919613bcd",4,"pos",74,58,"time",11,"Dobs are...more intelligent than Norps"
"51",3,"5dc97a605cb36e6919613bcd",4,"pos",83,71,"biology",13,"Huls are... more like humans than Zags. Huls blood is red, Zags blood is yellow"
"52",3,"5dc97a605cb36e6919613bcd",4,"pos",72,71,"appearance",11,"Toffs are... more like humans and have two eyes and two arms whereas Vems two eyes are one above the other and they have five arms"
"53",3,"5dc97a605cb36e6919613bcd",4,"pos",69,61,"pRichness",11,"Elms are...able to differentiate between different shades of red. They can also hold information in their memories for longer"
"54",3,"5dc97a605cb36e6919613bcd",4,"neg",67,68,"self",9,"Chups are...cleaner than Rubs and are also sneakier than Rubs"
"55",3,"5dc97a605cb36e6919613bcd",4,"neg",84,77,"unity",9,"Pods are...able to recognise fruit without touching it first. They can also integrate information better between both eyes than Shuks"
"56",3,"5dc97a605cb36e6919613bcd",4,"neg",63,63,"size",11,"Fiks are...taller and heavier than Leems"
"57",3,"5eaa97d07eda6e01ec108107",3,"pos",0,0,"size",10,"weight and height"
"58",3,"5eaa97d07eda6e01ec108107",3,"pos",0,0,"pRichness",10,"Zags are able to associate two things with each other without them being present e.g. light = treat"
"59",3,"5eaa97d07eda6e01ec108107",3,"neg",90,29,"self",10,"Geks are more self-conscious"
"60",3,"5eaa97d07eda6e01ec108107",3,"pos",57,35,"biology",12,"Shuks are more similar genetically to humans"
"61",3,"5eaa97d07eda6e01ec108107",3,"neg",38,60,"unity",10,"Toffs are able to integrate information between both eyes, whereas Pods need to have interacted with the object e.g. hands, both eyes"
"62",3,"5eaa97d07eda6e01ec108107",3,"neg",52,58,"appearance",12,"Dobs have forelimbs than Rubs and also have a different range of vision"
"63",3,"5eaa97d07eda6e01ec108107",3,"neg",63,33,"time",12,"Chups are less impatient"
"64",3,"5eaa97d07eda6e01ec108107",3,"neg",35,72,"eRichness",10,"Fiks are motivated by rewards"
"65",3,"5ef8bf948a48ac03adaad640",2,"neg",80,80,"unity",11,"Dobs are... recognise fruit from a print image make a squeak"
"66",3,"5ef8bf948a48ac03adaad640",2,"pos",79,82,"appearance",11,"Leems are... right and left eye, 2 arms elms 5 arms eyes on top of each other"
"67",3,"5ef8bf948a48ac03adaad640",2,"neg",84,84,"pRichness",11,"Rubs are... light and treat a long time after, see difference in objects"
"68",3,"5ef8bf948a48ac03adaad640",2,"pos",90,74,"time",11,"Norps are... able to remember and process things days later, able to make wise choices ie wait for better things, not immediate gratification"
"69",3,"5ef8bf948a48ac03adaad640",2,"pos",84,84,"biology",11,"Chups are...more similar to humans in terms of dna and blood colour"
"70",3,"5ef8bf948a48ac03adaad640",2,"neg",80,73,"eRichness",11,"Xons are... react to external factors depending on their mood"
"71",3,"5ef8bf948a48ac03adaad640",2,"neg",87,71,"self",11,"Geks are... self aware - they remove dirt and hide if they have done something wrong"
"72",3,"5ef8bf948a48ac03adaad640",2,"neg",77,75,"size",11,"Pods are... 7st, 4ft"
"73",3,"600fad98481b471b76c467bc",1,"pos",100,100,"eRichness",10,"Elms are more able to stand the cold is it involves something the like as pods can only take a certain temperature. Elms also seem to not like to look at things they dislike as pods have the ability to always keep everything in front of them. This might lead to Elms falling into trouble by not paying attention in certain situations."
"74",3,"600fad98481b471b76c467bc",1,"pos",100,95,"biology",10,"Chups are closely related to human well leems are not related at all. The fact they have completely different DNA but still appear to resemble each should be studied further"
"75",3,"600fad98481b471b76c467bc",1,"pos",79,86,"time",10,"Vems have the ability to recognize an object and know it will be needed for future use but only have the ability to understand instant food needs. Well the Huls lack the ability to recognize tools for future use but understand storing of food makes it taste better and plan ahead."
"76",3,"600fad98481b471b76c467bc",1,"pos",80,77,"appearance",10,"Geks are more humanoid as norps have more developed arms for grabbing more things at once."
"77",3,"600fad98481b471b76c467bc",1,"pos",100,99,"size",10,"Zags are exactly identical to rubs but suffer from a disease that only allows them to grow really really small"
"78",3,"600fad98481b471b76c467bc",1,"pos",89,91,"pRichness",10,"Xons seem to have a longer term memory as well as differentiate between like items. Were as shuks only understand the instant gratification of rewards are seen to be slightly color blind"
"79",3,"600fad98481b471b76c467bc",1,"pos",90,98,"unity",10,"Yubs have the ability to see an object in print and then recognize it by picking it out later, they are both sight and touch able. Does on the other hand must reply more on feel than sight for their to store the information better."
"80",3,"600fad98481b471b76c467bc",1,"pos",93,92,"self",10,"Toffs seem to understand the ability of an object to help with their grooming as well as right and wrong and understand that wrong makes you feel ashamed and scared. Fiks see the mirror and only see an object that is trying to give them wrong information, thus ignoring the dirt on their head, claiming it is fake import. They also don't show any remorse for their actions that hurt others"
